feature,importance
rainfall_mm,0.3171161087890084
rainfall_3m_cumul,0.23858704947866005
rainfall_lag1,0.15595093850391242
rainfall_lag2,0.12125546465916041
flood_risk,0.06435483942161892
rainfall_anomaly,0.05615556244848407
dem,0.02912404884686778
twi,0.010684849314018082
season_code,0.0034247391380496273
month,0.0029795319925354437
population,0.0002667651530267133
flow_acc,0.00010010225465805914
